,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependants,own_telephone,foreign_worker,class
514,no checking,24,existing paid,new car,2255,no known savings,<1,4,male single,none,1,life insurance,54,stores,own,1,skilled,1,none,yes,good
515,<0,6,critical/order existing credit,new car,609,<100,4<=X<7,4,female div/dep/mar,none,3,life insurance,37,stores,own,2,skilled,1,none,no,good
516,<0,6,critical/order existing credit,new car,1361,<100,<1,2,male single,none,4,real estate,40,stores,own,1,unskilled resident,2,none,no,good
517,no checking,36,critical/order existing credit,furniture/equipment,7127,<100,<1,2,female div/dep/mar,none,4,life insurance,23,stores,rent,2,skilled,1,yes,yes,bad
518,<0,6,existing paid,new car,1203,100<=X<500,>=7,3,male single,none,2,life insurance,43,stores,own,1,skilled,1,yes,yes,good
519,no checking,6,critical/order existing credit,radio/tv,700,no known savings,>=7,4,male single,none,4,no known property,36,stores,for free,2,skilled,1,none,yes,good
520,no checking,24,critical/order existing credit,repairs,5507,<100,>=7,3,male single,none,4,no known property,44,stores,for free,2,skilled,1,none,yes,good
521,<0,18,existing paid,radio/tv,3190,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,24,stores,own,1,skilled,1,none,yes,bad
522,<0,48,no credits/all paid,furniture/equipment,7119,<100,1<=X<4,3,male single,none,4,no known property,53,stores,for free,2,skilled,2,none,yes,bad
523,no checking,24,existing paid,used car,3488,100<=X<500,4<=X<7,3,female div/dep/mar,none,4,car,23,stores,own,1,skilled,1,none,yes,good
524,0<=X<200,18,existing paid,radio/tv,1113,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,26,stores,own,1,unskilled resident,2,none,yes,good
525,0<=X<200,26,existing paid,used car,7966,<100,<1,2,male single,none,3,car,30,stores,own,2,skilled,1,none,yes,good
526,no checking,15,critical/order existing credit,education,1532,100<=X<500,1<=X<4,4,female div/dep/mar,none,3,car,31,stores,own,1,skilled,1,none,yes,good
527,no checking,4,critical/order existing credit,radio/tv,1503,<100,4<=X<7,2,male single,none,1,real estate,42,stores,own,2,unskilled resident,2,none,yes,good
528,<0,36,existing paid,radio/tv,2302,<100,1<=X<4,4,male div/sep,none,4,car,31,stores,rent,1,skilled,1,none,yes,bad
529,<0,6,existing paid,new car,662,<100,<1,3,male single,none,4,real estate,41,stores,own,1,unskilled resident,2,yes,yes,good
530,0<=X<200,36,existing paid,education,2273,<100,4<=X<7,3,male single,none,1,car,32,stores,own,2,skilled,2,none,yes,good
531,0<=X<200,15,existing paid,new car,2631,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,car,28,stores,rent,2,skilled,1,yes,yes,bad
532,no checking,12,delayed previously,used car,1503,<100,1<=X<4,4,male mar/wid,none,4,real estate,41,stores,rent,1,skilled,1,none,yes,good
533,no checking,24,existing paid,radio/tv,1311,100<=X<500,4<=X<7,4,male mar/wid,none,3,life insurance,26,stores,own,1,skilled,1,yes,yes,good
534,no checking,24,existing paid,radio/tv,3105,no known savings,<1,4,male single,none,2,car,25,stores,own,2,skilled,1,none,yes,good
535,>=200,21,critical/order existing credit,education,2319,<100,<1,2,male div/sep,none,1,car,33,stores,rent,1,skilled,1,none,yes,bad
536,<0,6,existing paid,new car,1374,no known savings,unemployed,4,female div/dep/mar,none,3,life insurance,75,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
537,0<=X<200,18,critical/order existing credit,furniture/equipment,3612,<100,>=7,3,female div/dep/mar,none,4,life insurance,37,stores,own,1,skilled,1,yes,yes,good
538,<0,48,existing paid,new car,7763,<100,>=7,4,male single,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
539,>=200,18,existing paid,furniture/equipment,3049,<100,<1,1,female div/dep/mar,none,1,life insurance,45,,own,1,unskilled resident,1,none,yes,good
540,0<=X<200,12,existing paid,radio/tv,1534,<100,<1,1,male mar/wid,none,1,real estate,23,stores,rent,1,skilled,1,none,yes,bad
541,no checking,24,delayed previously,new car,2032,<100,>=7,4,male single,none,4,no known property,60,stores,for free,2,skilled,1,yes,yes,good
542,<0,30,existing paid,furniture/equipment,6350,no known savings,>=7,4,male single,none,4,life insurance,31,stores,own,1,skilled,1,none,yes,bad
543,>=200,18,existing paid,furniture/equipment,2864,<100,1<=X<4,2,male single,none,1,real estate,34,stores,own,1,unskilled resident,2,none,yes,bad
544,no checking,12,critical/order existing credit,new car,1255,<100,>=7,4,male single,none,4,real estate,61,stores,own,2,unskilled resident,1,none,yes,good
545,<0,24,delayed previously,new car,1333,<100,unemployed,4,male single,none,2,real estate,43,stores,for free,2,skilled,2,none,yes,bad
546,no checking,24,critical/order existing credit,new car,2022,<100,1<=X<4,4,female div/dep/mar,none,4,car,37,stores,own,1,skilled,1,yes,yes,good
547,no checking,24,existing paid,radio/tv,1552,<100,4<=X<7,3,male single,none,1,car,32,bank,own,1,skilled,2,none,yes,good
548,<0,12,all paid,radio/tv,626,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,24,bank,own,1,unskilled resident,1,none,yes,bad
549,no checking,48,critical/order existing credit,used car,8858,no known savings,4<=X<7,2,male single,none,1,no known property,35,stores,for free,2,skilled,1,yes,yes,good
550,no checking,12,critical/order existing credit,repairs,996,no known savings,4<=X<7,4,female div/dep/mar,none,4,real estate,23,stores,own,2,skilled,1,none,yes,good
551,no checking,6,all paid,radio/tv,1750,500<=X<10000,>=7,2,male single,none,4,life insurance,45,bank,own,1,unskilled resident,2,none,yes,good
552,<0,48,existing paid,radio/tv,6999,<100,4<=X<7,1,male mar/wid,guarantor,1,real estate,34,stores,own,2,skilled,1,yes,yes,bad
553,0<=X<200,12,critical/order existing credit,new car,1995,100<=X<500,<1,4,male single,none,1,car,27,stores,own,1,skilled,1,none,yes,good
554,0<=X<200,9,existing paid,education,1199,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,67,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
555,0<=X<200,12,existing paid,radio/tv,1331,<100,<1,2,male single,none,1,car,22,,own,1,skilled,1,none,yes,bad
556,0<=X<200,18,no credits/all paid,new car,2278,100<=X<500,<1,3,female div/dep/mar,none,3,car,28,stores,own,2,skilled,1,none,yes,bad
557,no checking,21,no credits/all paid,new car,5003,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,29,bank,own,2,skilled,1,yes,yes,bad
558,<0,24,all paid,furniture/equipment,3552,<100,4<=X<7,3,male single,none,4,car,27,bank,own,1,skilled,1,none,yes,bad
559,0<=X<200,18,critical/order existing credit,furniture/equipment,1928,<100,<1,2,male single,none,2,real estate,31,stores,own,2,unskilled resident,1,none,yes,bad
560,<0,24,existing paid,used car,2964,no known savings,>=7,4,male single,none,4,no known property,49,bank,for free,1,skilled,2,yes,yes,good
561,<0,24,all paid,radio/tv,1546,<100,4<=X<7,4,male single,guarantor,4,car,24,bank,rent,1,unskilled resident,1,none,yes,bad
562,>=200,6,delayed previously,radio/tv,683,<100,<1,2,female div/dep/mar,none,1,life insurance,29,bank,own,1,skilled,1,none,yes,good
563,0<=X<200,36,existing paid,new car,12389,no known savings,1<=X<4,1,male single,none,4,no known property,37,stores,for free,1,skilled,1,yes,yes,bad
564,0<=X<200,24,delayed previously,business,4712,no known savings,1<=X<4,4,male single,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
565,0<=X<200,24,delayed previously,radio/tv,1553,100<=X<500,4<=X<7,3,female div/dep/mar,none,2,life insurance,23,stores,rent,2,skilled,1,yes,yes,good
566,<0,12,existing paid,new car,1372,<100,4<=X<7,2,male div/sep,none,3,car,36,stores,own,1,skilled,1,none,yes,bad
567,no checking,24,critical/order existing credit,radio/tv,2578,>=1000,>=7,2,male single,none,2,car,34,stores,own,1,skilled,1,none,yes,good
568,0<=X<200,48,existing paid,radio/tv,3979,no known savings,4<=X<7,4,male single,none,1,car,41,stores,own,2,skilled,2,yes,yes,good
569,<0,48,existing paid,radio/tv,6758,<100,1<=X<4,3,female div/dep/mar,none,2,car,31,stores,own,1,skilled,1,yes,yes,bad
570,<0,24,existing paid,furniture/equipment,3234,<100,<1,4,female div/dep/mar,none,4,real estate,23,stores,rent,1,unskilled resident,1,yes,yes,bad
571,no checking,30,critical/order existing credit,radio/tv,5954,<100,4<=X<7,3,male single,co applicant,2,car,38,stores,own,1,skilled,1,none,yes,good
572,no checking,24,existing paid,used car,5433,no known savings,unemployed,2,female div/dep/mar,none,4,life insurance,26,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
573,<0,15,existing paid,business,806,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,22,stores,own,1,unskilled resident,1,none,yes,good
574,0<=X<200,9,existing paid,radio/tv,1082,<100,>=7,4,male single,none,4,car,27,stores,own,2,unskilled resident,1,none,yes,good
575,no checking,15,critical/order existing credit,furniture/equipment,2788,<100,4<=X<7,2,female div/dep/mar,co applicant,3,car,24,bank,own,2,skilled,1,none,yes,good
576,0<=X<200,12,existing paid,radio/tv,2930,<100,4<=X<7,2,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good
577,no checking,24,critical/order existing credit,education,1927,no known savings,1<=X<4,3,female div/dep/mar,none,2,car,33,stores,own,2,skilled,1,yes,yes,good
578,0<=X<200,36,critical/order existing credit,new car,2820,<100,<1,4,male div/sep,none,4,car,27,stores,own,2,skilled,1,none,yes,bad
579,no checking,24,existing paid,retraining,937,<100,<1,4,male mar/wid,none,3,car,27,stores,own,2,unskilled resident,1,none,yes,good
580,0<=X<200,18,critical/order existing credit,new car,1056,<100,>=7,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,bad
581,0<=X<200,12,critical/order existing credit,new car,3124,<100,<1,1,male single,none,3,real estate,49,bank,own,2,unskilled resident,2,none,yes,good
582,no checking,9,existing paid,furniture/equipment,1388,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,26,stores,rent,1,skilled,1,none,yes,good
583,0<=X<200,36,existing paid,repairs,2384,<100,<1,4,male single,none,1,no known property,33,stores,rent,1,unskilled resident,1,none,yes,bad
584,no checking,12,existing paid,new car,2133,no known savings,>=7,4,female div/dep/mar,none,4,no known property,52,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
585,<0,18,existing paid,furniture/equipment,2039,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,20,bank,rent,1,skilled,1,none,yes,bad
586,<0,9,critical/order existing credit,new car,2799,<100,1<=X<4,2,male single,none,2,real estate,36,stores,rent,2,skilled,2,none,yes,good
587,<0,12,existing paid,furniture/equipment,1289,<100,1<=X<4,4,male single,guarantor,1,life insurance,21,stores,own,1,unskilled resident,1,none,yes,good
588,<0,18,existing paid,domestic appliance,1217,<100,1<=X<4,4,male mar/wid,none,3,real estate,47,stores,own,1,unskilled resident,1,yes,yes,bad
589,<0,12,critical/order existing credit,furniture/equipment,2246,<100,>=7,3,male single,none,3,life insurance,60,stores,own,2,skilled,1,none,yes,bad
590,<0,12,critical/order existing credit,radio/tv,385,<100,4<=X<7,4,female div/dep/mar,none,3,real estate,58,stores,own,4,unskilled resident,1,yes,yes,good
591,0<=X<200,24,delayed previously,new car,1965,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,42,stores,rent,2,skilled,1,yes,yes,good
592,no checking,21,existing paid,business,1572,>=1000,>=7,4,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,none,yes,good
593,0<=X<200,24,existing paid,new car,2718,<100,1<=X<4,3,female div/dep/mar,none,4,life insurance,20,stores,rent,1,unskilled resident,1,yes,yes,bad
594,<0,24,all paid,other,1358,no known savings,>=7,4,male single,none,3,car,40,,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
595,0<=X<200,6,all paid,new car,931,100<=X<500,<1,1,female div/dep/mar,none,1,life insurance,32,,own,1,unskilled resident,1,none,yes,bad
596,<0,24,existing paid,new car,1442,<100,4<=X<7,4,female div/dep/mar,none,4,car,23,stores,rent,2,skilled,1,none,yes,bad
597,0<=X<200,24,no credits/all paid,business,4241,<100,1<=X<4,1,male single,none,4,real estate,36,stores,own,3,unskilled resident,1,yes,yes,bad
598,no checking,18,critical/order existing credit,new car,2775,<100,4<=X<7,2,male single,none,2,life insurance,31,bank,own,2,skilled,1,none,yes,bad
599,no checking,24,delayed previously,business,3863,<100,1<=X<4,1,male single,none,2,no known property,32,stores,for free,1,skilled,1,none,yes,good
600,0<=X<200,7,existing paid,radio/tv,2329,<100,<1,1,female div/dep/mar,guarantor,1,real estate,45,stores,own,1,skilled,1,none,yes,good
601,0<=X<200,9,existing paid,furniture/equipment,918,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,30,stores,own,1,skilled,1,none,yes,bad
602,0<=X<200,24,all paid,education,1837,<100,4<=X<7,4,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,yes,bad
603,no checking,36,existing paid,furniture/equipment,3349,<100,1<=X<4,4,female div/dep/mar,none,2,car,28,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
604,>=200,10,existing paid,furniture/equipment,1275,<100,<1,4,female div/dep/mar,none,2,life insurance,23,stores,own,1,skilled,1,none,yes,good
605,<0,24,all paid,furniture/equipment,2828,500<=X<10000,1<=X<4,4,male single,none,4,real estate,22,,own,1,skilled,1,yes,yes,good
606,no checking,24,critical/order existing credit,business,4526,<100,1<=X<4,3,male single,none,2,real estate,74,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
607,0<=X<200,36,existing paid,radio/tv,2671,100<=X<500,1<=X<4,4,female div/dep/mar,co applicant,4,no known property,50,stores,for free,1,skilled,1,none,yes,bad
608,no checking,18,existing paid,radio/tv,2051,<100,<1,4,male single,none,1,real estate,33,stores,own,1,skilled,1,none,yes,good
609,no checking,15,existing paid,used car,1300,no known savings,>=7,4,male single,none,4,no known property,45,bank,for free,1,skilled,2,none,yes,good
610,<0,12,existing paid,domestic appliance,741,100<=X<500,unemployed,4,female div/dep/mar,none,3,life insurance,22,stores,own,1,skilled,1,none,yes,bad
611,>=200,10,existing paid,new car,1240,100<=X<500,>=7,1,female div/dep/mar,none,4,no known property,48,stores,for free,1,unskilled resident,2,none,yes,bad
612,<0,21,existing paid,radio/tv,3357,>=1000,<1,4,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,good
613,<0,24,all paid,used car,3632,<100,1<=X<4,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,good
614,no checking,18,delayed previously,furniture/equipment,1808,<100,4<=X<7,4,female div/dep/mar,none,1,real estate,22,stores,own,1,skilled,1,none,yes,bad
615,0<=X<200,48,no credits/all paid,business,12204,no known savings,1<=X<4,2,male single,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
616,0<=X<200,60,delayed previously,radio/tv,9157,no known savings,1<=X<4,2,male single,none,2,no known property,27,stores,for free,1,high qualif/self emp/mgmt,1,none,yes,good
617,<0,6,critical/order existing credit,new car,3676,<100,1<=X<4,1,male single,none,3,real estate,37,stores,rent,3,skilled,2,none,yes,good
618,0<=X<200,30,existing paid,furniture/equipment,3441,100<=X<500,1<=X<4,2,female div/dep/mar,co applicant,4,car,21,stores,rent,1,skilled,1,none,yes,bad
619,no checking,12,existing paid,new car,640,<100,1<=X<4,4,male div/sep,none,2,real estate,49,stores,own,1,unskilled resident,1,none,yes,good
620,0<=X<200,21,critical/order existing credit,business,3652,<100,4<=X<7,2,male single,none,3,life insurance,27,stores,own,2,skilled,1,none,yes,good
621,no checking,18,critical/order existing credit,new car,1530,<100,1<=X<4,3,male single,none,2,life insurance,32,bank,own,2,skilled,1,none,yes,bad
622,no checking,48,existing paid,business,3914,no known savings,1<=X<4,4,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,yes,bad
623,<0,12,existing paid,furniture/equipment,1858,<100,<1,4,female div/dep/mar,none,1,car,22,stores,rent,1,skilled,1,none,yes,good
624,<0,18,existing paid,radio/tv,2600,<100,1<=X<4,4,male single,none,4,no known property,65,stores,for free,2,skilled,1,none,yes,bad
625,no checking,15,existing paid,radio/tv,1979,no known savings,>=7,4,male single,none,2,car,35,stores,own,1,skilled,1,none,yes,good
626,>=200,6,existing paid,furniture/equipment,2116,<100,1<=X<4,2,male single,none,2,real estate,41,stores,own,1,skilled,1,yes,yes,good
627,0<=X<200,9,all paid,new car,1437,100<=X<500,4<=X<7,2,male single,none,3,no known property,29,stores,own,1,skilled,1,none,yes,bad
628,no checking,42,critical/order existing credit,furniture/equipment,4042,500<=X<10000,1<=X<4,4,male single,none,4,real estate,36,stores,own,2,skilled,1,yes,yes,good
629,no checking,9,existing paid,education,3832,no known savings,>=7,1,male single,none,4,real estate,64,stores,own,1,unskilled resident,1,none,yes,good
630,<0,24,existing paid,radio/tv,3660,<100,1<=X<4,2,female div/dep/mar,none,4,car,28,stores,own,1,skilled,1,none,yes,good
631,<0,18,all paid,furniture/equipment,1553,<100,1<=X<4,4,male single,none,3,car,44,bank,own,1,skilled,1,none,yes,bad
632,0<=X<200,15,existing paid,radio/tv,1444,no known savings,<1,4,male single,none,1,life insurance,23,stores,own,1,skilled,1,none,yes,good
633,no checking,9,existing paid,furniture/equipment,1980,<100,<1,2,female div/dep/mar,co applicant,2,car,19,stores,rent,2,skilled,1,none,yes,bad
